index,tweet,max_emotion,sentiment
4114,kanye west indefinitely canceled arjun ogale medium,sadness,neutral
4115,angelina jolie ready adopt kids divorce brad pitt behind,sadness,positive
4116,kanye west reportedly lazy hires personal trainer doesnt work amid meltdown recovery,sadness,negative
4117,caitlyn jenner joining dancing stars,joy,neutral
4118,oceans eight makers hire therapist prevent fights among actors sets,fear,negative
4119,anne heche wants ellen degeneres back,neutral,neutral
4120,gigi hadid asking special treatment despite burden awesomely sexy body,sadness,positive
4121,isis hacked meghan markles intimate photos armtwist royals england,neutral,negative
4122,connecting people news,neutral,neutral
4123,grammys 2018 complete list winners nominees,neutral,positive
4124,sandra bullock hesitant marry boyfriend bryan randall report,fear,negative
4125,drake gets former porn star pregnant text messages claims calls bs,neutral,neutral
4126,cindy crawford rande gerber may headed divorce constant drama,sadness,neutral
4127,taylor swift wants set roots joe alwyn england,neutral,positive
4128,rihanna reportedly hurt drakes obsession nicki minaj,sadness,negative
4129,britney spears planning secret wedding las vegas,neutral,neutral
4130,brad pitt jennifer aniston film plans really reuniting screen,joy,neutral
4131,rihanna tempting hassan jameel hassan jameel endless legs,neutral,neutral
4132,destroyed fame kylie jenner mocks magazine cover,sadness,negative
4133,katherine heigl josh kelley welcomed third child,joy,positive
4134,dakota johnsons dad suspicious chris martin despite report,fear,negative
4135,rihanna rumored broken billionaire boyfriend gets tired men,sadness,negative
4136,jack nicholson,neutral,neutral
4137,meghan markle tamed prince harry cressida chelsy ever could,joy,neutral
4138,robert pattinson recalls living screech aka dustin diamond,fear,positive
4139,amber rose shuts french montana dating rumors calls rapper bruvaaa,sadness,neutral
4140,puppy bowl 2018 live stream watch online,neutral,neutral
4141,jennifer lawrence friends hate darren aronofsky report,anger,negative
4142,dakota johnson caught watching angelina jolie jennifer aniston presented golden globes 2018,surprise,neutral
4143,robert pattinson cools fka twigs things heating katy perry,neutral,neutral
4144,miss old kanye happened raps complex star,sadness,negative
4145,15 saddest taylor swift breakup songs,sadness,negative
4146,katy perry madonnas raunchy photoshoot,joy,neutral
4147,gwen stefani forced skip vegas performance rupturing eardrum,neutral,negative
4148,miley cyrus shes struggling buy perfect holiday gift liam hemsworth,sadness,positive
4149,taylor swift fans think shes pregnant body shaming,fear,positive
4150,ellen degeneres portia de rossi breaking point exclusive,neutral,positive
4151,alexandra daddario slams rumors shes still dating zac efron happened,sadness,neutral
4152,jennifer aniston justin therouxs split gets nasty,anger,negative
4153,jennifer lopez alex rodriguez might engaged theres instagram post prove photo,neutral,positive
4154,luke bryan jokes gwen stefani hot blake shelton watch,neutral,positive
4155,david beckham victoria beckham reportedly bought harper 7000 pony 7th birthday,surprise,neutral
4156,funniest fake bug pranks people scared spiders bugs,joy,negative
4157,brad grey hollywood reacts death former paramount chief,sadness,negative
4158,10 rules prince william kate middleton must always follow royals dont,neutral,neutral
4159,kim kardashian kanye west actually heading divorce investigation,sadness,neutral
4160,taylor swift preparing come hiding,fear,negative
4161,brangelina untold story brad pitt angelina jolie ian halperin 9780981239668 amazoncom books,neutral,neutral
4162,tom cruise reportedly wishes suris life plans marry vanessa kirby 2018,sadness,positive
4163,selena gomez weeknd reportedly split following hangouts justin bieber,sadness,neutral
4164,kim kardashian urging kanye west drop blac chyna diss track sues rob family,joy,negative
4165,robert pattinson hangs costar mia goth germany,neutral,negative
4166,connecting people news,neutral,neutral
4167,ariel winter begging boyfriend levi meaden propose report,sadness,neutral
4168,kim kardashian resents kanye wests woman,neutral,negative
4169,female first forum,neutral,neutral
4170,jennifer aniston never mum,neutral,neutral
4171,robert pattinson responds twilight revival rumors,neutral,neutral
4172,mariah carey gives bryan tanaka 25000 month,neutral,neutral
4173,brad pitt vows year celibacy prompting heartbreak women across world,sadness,negative
4174,brad pitt im happy angelina,joy,positive
4175,hoda kotb named replace matt lauer coanchor nbcs today,neutral,neutral
4176,american media inc,neutral,neutral
4177,brad pitt freak outs angelina jolie jennifer anistons public showdown,neutral,negative
4178,categories video darren aronofsky dating jennifer lawrence,neutral,neutral
4179,chris pratt swearing dating anna faris wants drown work fatherhood,sadness,negative
4180,katie holmes call tom cruise demand see suri first time 4 years,surprise,negative
4181,times kate middleton prince harry teased prince william lack hair,sadness,negative
4182,gwyneth paltrow angelina jolie others say weinstein harassed,fear,negative
4183,kate middleton jokes think third baby world freaks,neutral,positive
4184,kate walsh splits boyfriend trevor davis,sadness,neutral
4185,kim kardashian heartbroken ryan seacrest scandal cant believe,sadness,negative
4186,connecting people news,neutral,neutral
4187,courteney cox,neutral,neutral
4188,jennifer aniston,neutral,neutral
4189,iggy azalea blasts nick young accidental dinner reunion,surprise,negative
4190,tom cruise upset katie holmes jamie foxx romance going public,surprise,positive
4191,kate middletons royal title change prince william king ever queen,neutral,neutral
4192,truth kate middleton meghan markles relationship,neutral,positive
4193,kendall jenner pregnant blake griffins baby,joy,neutral
4194,ryan seacrest forced talk julianne hough wedding live,neutral,negative
4195,michael strahan sara haines host abcs new gma hour,joy,neutral
4196,michelle obama naked topless cover spanish lifestyle magazine,neutral,neutral
4197,jennifer lopez talks marriage alex rodriguez,neutral,neutral
4198,former pres iran defends serena williams catsuit,neutral,neutral
4199,selena gomez seen mystery man may,neutral,neutral
4200,prince charles deeply touched confirmed queens head commonwealth successor,neutral,positive
4201,real life beyoncé jayz reveal work saved marriage new album,joy,positive
4202,rosie huntingtonwhiteley pregnant mad max,neutral,negative
4203,brad pitt unexpected approach jennifer aniston daily news online,surprise,neutral
4204,angelina jolies uncle tells family secrets bitter brad pitt divorce,anger,negative
4205,jennifers horror construction worker killed feet anistons mansion,fear,negative
4206,tom cruise shunning spotlight living hermit personal life,sadness,neutral
4207,got paid american pie reunion,neutral,neutral
4208,ed sheeran reveals love originally written new album divide,surprise,positive
4209,bindi irwin get married boyfriend chandler powell,joy,neutral
4210,meghan markles nephew reveals heartache family rift tore apart,sadness,neutral
4211,hacked rauxey,neutral,negative
4212,heres kendall jenner planning becoming mom like sisters anytime soon,neutral,positive
4213,jennifer aniston justin theroux split lovingly two years marriage,joy,positive
4214,page 2111 us weekly,neutral,neutral
4215,kris jenner,neutral,neutral
4216,kim kardashian attending paris fashion week year,joy,neutral
4217,kate middletons first appearance royal baby 3 compares george charlottes debuts,joy,neutral
4218,oj simpson reportedly keeps kardashians prison,neutral,negative
4219,nick viall vanessa grimaldi spinoff show despite report,sadness,neutral
4220,mehgan james busted lying rob kardashian relationship,sadness,negative
4221,blake sheltons cmt awards performance miranda lambert touched,neutral,positive
4222,climate march draws marchers al gore support celebs,joy,positive
4223,jennifer aniston justin theroux headed divorce brad pitt,sadness,neutral
4224,louis tomlinson talks andy cohen zayn malik donald trump listen interview,neutral,neutral
4225,jennifer lopez hilarious drake namechecking new song cute way,joy,positive
4226,alicia keys says loves gwen stefani blake shelton watch,joy,positive
4227,justin timberlake jessica biel getting 300 million divorce despite tabloid cover story,sadness,neutral
4228,connecting people news,neutral,neutral
4229,ellen degeneresellen degeneres warning justin bieber get help despite report,neutral,positive
4230,brad pitt jennifer aniston busted aspen reunion,sadness,neutral
4231,kourtney kardashian warns scott disick disrespect ex younes bendjima,fear,negative
4232,jennifer aniston justin theroux explosive showdown brad pitt,joy,neutral
4233,fans loss words priscilla presleys youthful appearance,sadness,neutral
4234,tbt see photos paris hilton kim kardashian friends,joy,positive
4235,selena gomez justin bieber jelenanetwork instagram photos videos,joy,neutral
4236,chelsea handler parties jennifer garner getting dumped jennifer aniston ben affleck worried,fear,negative
4237,picture justin theroux cuddling close friend naomi watts upset wife jennifer aniston,sadness,positive
4238,meghan markle total bridezilla report,neutral,neutral
4239,pippa middleton refuses invite meghan markle wedding,sadness,positive
4240,celebrities slam donald trump criticizing san juan mayor pleads help people,anger,negative
4241,lyrics lil dickys freaky friday feat chris brown,joy,negative
4242,brad pitt responds rumours hes dating princess charlotte monaco,sadness,neutral
4243,michael strahan sara haines cohost new midday hour abcs good morning america,joy,positive
4244,angelina jolies boyfriend new details new mystery man shes spotted,surprise,neutral
4245,kim kardashian kanye west divorce paranoia taken kanyes life exclusive,fear,negative
4246,happy new year 2018 wishes greetings whatsapp status messages quotes,joy,positive
4247,justin theroux selena gomez falling postjen aniston split,sadness,negative
4248,ivanka trump issues direct condemnation white supremacy neonazis,anger,negative
4249,alex rodriguez wants jennifer lopez hang less leah remini,neutral,neutral
4250,everything know jennifer aniston justin therouxs split,neutral,neutral
4251,katy perry relieved taylor swift accepted olive branch,joy,positive
4252,weird marriage rules tom cruise imposed katie holmes silence labour public dating split,disgust,negative
4253,sarah hyland wells adams engaged new details rumors theyre planning wedding,surprise,positive
4254,kylie jenner sneers everyone jealous post baby body slammed promoting dangerous waist trainers,anger,negative
4255,matt lauers firing nbcs theatre accountability,anger,negative
4256,cheryl liam paynes son bear born name mean,neutral,neutral
4257,kim shares throwback photo kris caitlyn family drama sending fans overdrive,anger,positive
4258,gwen stefani blake shelton engaged 2017 couple going strong years,joy,positive
4259,angelina jolie getting ready expensive halloween party brad pitt,joy,positive
4260,rumor kim kardashian wanting triplets kanye west debunked,neutral,neutral
4261,emotional thomas markle says meghan prize harry talks regrets first interview,sadness,positive
4262,ellen degeneres portia de rossi rock coordinating outfits justin timberlakes concert,neutral,neutral
4263,caitlyn jenner 68 planning adopt reportedly wants baby rumored gf 21,joy,positive
4264,jennifer lopez snubbed vanessa hudgens second act set,neutral,negative
4265,victoria beckham pokes fun husband davids popularity royal wedding backlash,anger,positive
4266,brad pitt visit kids without angelina jolies permission happiest hes weeks,sadness,positive
4267,7 things didnt know ashlee simpson evan ross relationship,surprise,neutral
4268,britney spears dissected plastic surgeon overhauled entire face,disgust,neutral
4269,nicole kidman keith urban getting 413 million divorce,neutral,neutral
4270,teresa giudice husband joe spend birthdays apart source says lost 45 lbs prison,sadness,negative
4271,drake thinks chris browns comment creeping rihanna sad desperate,fear,negative
4272,rihanna ever pregnant chris brown drakes baby,neutral,neutral
4273,katie holmes talks getting shape doorman,neutral,neutral
4274,brad pitt thinks leaving jennifer aniston angelina jolie one biggest mistakes life exclusive,sadness,negative
4275,brad pitt angelina jolie divorce jolies cancer scare lead split debunked,fear,negative
4276,jennifer anistons spokesman denies reports 47yearold actress expecting miracle baby,surprise,positive
4277,mila kunis addresses upsetting divorce pregnancy rumors,sadness,negative
4278,charlize theron dating partner boyfriend net worth,neutral,positive
4279,carrie underwood expecting twin girls accident left scarred face claims new report,sadness,negative
4280,glimpse relationship meghan markle kate middleton prince harry prince william british royal wedding,joy,neutral
4281,nicole kidman keith urban secrets successful relationship,joy,positive
4282,shiloh joliepitt begging angelina jolie friends,neutral,positive
4283,khloe kardashian tristan thompson fully back together following cheating scandal baby report,sadness,negative
4284,selena gomez justin bieber friends new reports say theyre hanging,joy,positive
4285,caitlyn jenner weird sense joy days says cellulite makes feel feminine married biography,joy,positive
4286,dailybreak,neutral,neutral
4287,kim kardashian reportedly upset jay z dissed kanye west 444,sadness,negative
4288,debunking weeks tabloid stories april 20 2018,neutral,neutral
4289,bens medical nightmare affleck could face brain damage scary motorcycle crash,fear,negative
4290,prince harry meghan markle coming us,neutral,neutral
4291,bindi irwin get married boyfriend chandler powell,joy,neutral
4292,keeping kardashians,neutral,neutral
4293,thompson pissed lamar odom,anger,negative
4294,tom cruise 38 katie holmes divorce suri live mom report says,surprise,neutral
4295,fans reacttiger woods arrested dui,anger,negative
4296,caitlyn jenner pushing kanye west presidency campaign amid kardashian backlash trump support,anger,positive
4297,pin 2pac 4life mediatakeout,neutral,neutral
4298,anne heche ellen degeneres,neutral,neutral
4299,rihanna feels sexy confident new curves,joy,positive
4300,jennifer aniston leaning vince vaughn amid divorce,sadness,neutral
4301,britney spears appears terrified man crashes stage vegas residency hes got gun,fear,negative
4302,nicole kidman reflects 11year marriage tom cruise,neutral,neutral
4303,paris jackson 90210 star trevor donovan friends despite showing pda,sadness,positive
4304,twotxt master hrldcprbuzzfeed github,neutral,neutral
4305,george clooneys twins drenched 5000 tuxedo milk,neutral,neutral
4306,liam payne cheryl relishing every private minute son theyre keeping name secret,joy,positive
4307,justin bieber selena gomez need break explosive postvacation fight,neutral,negative
4308,miley cyrus regrets wrecking ball video,sadness,negative
4309,kaley cuoco pregnant big bang theory actress husband buy new home,joy,neutral
4310,blake shelton inspires gwen stefani feel sexy,joy,positive
4311,meghan markle prince harry made quotsoul pactquot promising love quotall eternityquot,joy,positive
4312,kylie jenner travis scott sexy world series bet revealed,joy,positive
4313,mila kunis blasts perez hilton internet trolling celebrity reporting crumblinggossip site,anger,neutral
4314,beyoncés rep shuts claim momtobe lip injections pregnant saddest individuals,sadness,negative
4315,kanye west net worth mr west almost billionaire,joy,positive
4316,celebrities react nfl players kneel lock arms national anthem,anger,neutral
4317,khloe kardashian didnt get banned cleveland cavaliers games debunked,sadness,positive
4318,scott disick sofia richie reached another relationship milestone,joy,positive
4319,star wars episode viii,neutral,negative
4320,julia roberts forcing danny moder follow detox diet despite report,sadness,neutral
4321,blake shelton hes terrified miranda lambert always singing,fear,negative
4322,celebrities tweet love prayers florida amid hurricane irma gossip cop,joy,positive
4323,kourtney kardashian reportedly pregnant baby 4 exbf younes bendjima dad,joy,neutral
4324,kourtney kardashian justin bieber playing house scott disick spirals,neutral,positive
4325,matt damon taking alyssa milanos criticism heart doesnt condone sexual misconduct,disgust,negative
4326,angelina jolie,neutral,neutral
4327,kanye west smiles battles kardashians family feud,joy,negative
4328,weeknds romantic paris plans selena gomezs birthday revealed,surprise,positive
4329,kanye west rejected american idol reboot despite report,sadness,negative
4330,oj simpson im khloe kardashians dad,neutral,neutral
4331,miley cyrus liam hemsworth married get engaged wedding plans,joy,positive
4332,paris jackson favourite play madonna film biopic,joy,positive
4333,kris jenner corey gamble split reality star needed space,neutral,neutral
4334,brad pitt angelina jolie cant agree anything custody row,sadness,negative
4335,selena gomez get dog help heal kidney transplant report,neutral,positive
4336,zayn malik admits never really spoke harry styles one direction,sadness,positive
4337,meghan markle really pippa middletons wedding reception details much debated mystery,joy,neutral
4338,gwen stefani seeks comfort blake shelton las vegas show reportedly tanks,neutral,positive
4339,real reason behind justin bieber selena gomezs breakup finally revealed,sadness,neutral
4340,lindsay lohan convert islam,neutral,neutral
4341,beyonce jayz idea raising twins would tough hurting relationship,sadness,negative
4342,judge judy gets apology false national enquirer alzheimer story,sadness,positive
4343,kanye wests ego still control,neutral,neutral
4344,j los way highway diva singer puts ultrastrict prewedding rules arod,neutral,neutral
4345,rachel weisz parents refugees brexit feels like death,sadness,negative
4346,ellens game gossip site paints degeneres ungrateful poker host,sadness,negative
4347,celebrity reactions donald trump las vegas shooting speech,joy,neutral
4348,justin theroux jennifer aniston need know split,neutral,neutral
4349,julia roberts danny moders marriage hanging thread divorce,neutral,neutral
4350,nicki minaj embarrassed,sadness,negative
4351,angelina jolie quits hollywood politics,sadness,neutral
4352,female first forum,neutral,neutral
4353,mom 3 suffered morning sickness princess kate shares survival tips miserable,sadness,negative
4354,neil patrick harris marriage david burtka falling apart exclusive,sadness,negative
4355,christian bale avoiding sun prepare dracula movie,neutral,negative
4356,kylie jenner drake date tyga split kris jenner organizing kuwtk gettogether,neutral,neutral
4357,miranda lambert blake shelton affair ex claims,sadness,neutral
4358,complete timeline selena gomez justin biebers relationship,neutral,neutral
4359,kylie jenner shes crying sleep delivery room drama,sadness,negative
4360,ariel winter getting engaged shes hoping christmas proposal bf levi meaden,joy,positive
4361,meghan markle reportedly finds certain royal rules frustrating understand,sadness,negative
4362,exclusive heres like backstage george clooneys afi tribute,neutral,positive
4363,katie holmes jamie foxx reportedly getting married years secretly dating,joy,neutral
4364,victoria beckham talks star reality tv show behindthescenes fashion empire,joy,neutral
4365,scott disick baby fever wants start family sofia richie,sadness,neutral
4366,gwen stefani blake shelton adopting reportedly wants kid end year,neutral,neutral
4367,timeline justin biebers dating history,neutral,neutral
4368,jennifer lopez alex rodriguezs italy vacation photos,joy,neutral
4369,19 times lifetimes harry meghan royal romance made us cringe,fear,positive
4370,jamie foxxs secret texts ex threatening relationship katie holmes exclusive,fear,negative
4371,miranda lamberts acms speech annoyed gwen stefani report,anger,negative
4372,rita ora nearly teamed justin bieber instead liam payne latest hit,surprise,neutral
4373,claire foy freaked adam sandler touching knee graham norton graham norton,anger,negative
4374,vlogmail instagram gossip cop busted 3136 stories 2017 hollywoodlife worst offender celebritynews celebrityrumors fakenews gossip gossipcop,anger,negative
4375,olivia munn trevor noah dating despite speculation,fear,neutral
4376,heidi klum,neutral,neutral
4377,angelina jolie agrees temporary truce brad pitt divorce war makes unpopular hollywood,anger,negative
4378,gwyneth paltrow page 7,neutral,neutral
4379,prince harry house hunting toronto live close girlfriend meghan markle,joy,neutral
4380,heather heyers mom reveals powerful takeaway charlottesville tragedy,sadness,negative
4381,brad pitt scoffs angelina jolies claim hurting money,anger,negative
4382,karrueche tran granted five year restraining order chris brown,neutral,positive
4383,sofia richie,neutral,neutral
4384,tom cruise hasnt seen daughter four years exwife katie holmes upset,sadness,negative
4385,robert pattinson actors play heroes hide gross stuff gross stuff real life,disgust,negative
4386,celebrities react john hurts death,anger,negative
4387,beyonce says shes demon possessed agree,neutral,positive
4388,11 things didnt know sofia richie justin biebers new girl,surprise,neutral
4389,kylie jenner backup plan travis scott absence,neutral,neutral
4390,kourtney kardashian younes bendjima get married rome,joy,neutral
4391,dame judi dench battles failing eyesight says stop telling retire,sadness,negative
4392,prodigy dead celebrities react mobb deep rappers passing,anger,negative
4393,kylie jenner lost startling amount weight postpregnancy heres,surprise,negative
4394,selena gomez admits wanting alone time issues justin bieber,sadness,positive
4395,rihanna stokes pregnancy rumours grammys 2018 party,joy,positive
4396,nicole kidman unrecognisable undergoes gritty makeover destroyer,neutral,negative
4397,britney spears sex tape,anger,neutral
4398,liam hemsworth miley cyrus ditch drugs done,neutral,neutral
4399,lady gaga reveals heartbreaking reason split taylor kinney,sadness,negative
4400,scott disick hires fake artist prank kris jenner revenge art shaming khloe kardashian,neutral,negative
4401,david beckham victoria beckham getting divorce,sadness,neutral
4402,scott disick boasts sex life sofia richie absolute dynamite,joy,positive
4403,zombie lookalike angelina jolie admits lied plastic surgery amuse,sadness,positive
4404,meghan markles bucket list reveals royals surprising todos,surprise,positive
4405,avril lavigne death hoax wont die,fear,negative
4406,despite report blogs pictures wordpress,surprise,neutral
4407,meghan markle frustrated strict royal rules learning hard way life inside family,anger,negative
4408,angelina jolie would drop divorce take brad pitt back begged another chance,sadness,negative
4409,lady gaga christian carino talking wedding already talking wedding already despite report,surprise,neutral
4410,dwts fakery vanessa lachey staged wardrobe malfunction,anger,neutral
4411,sofia richie hoping keep scott disick turned emulating ex kourtney working,joy,positive
4412,jennifer aniston showing revenge body brad pitt justin theroux,anger,negative
4413,2018 sag awards winners full list variety,neutral,positive
4414,caitlyn jenner calls daughters kylie kendall burden spent 23 years carting around,neutral,negative
4415,nyc terror attack celebrities react social media,fear,negative
4416,kylie jenner receives flowers baby daddy travis scott,joy,neutral
4417,kate middleton reportedly secret account popular parenting website,neutral,positive
4418,jennifer aniston justin theroux sauna addiction,neutral,neutral
4419,david victoria beckham living apart whats really going,surprise,neutral
4420,songs taylor swifts album definitely diss kanye kim,sadness,positive
4421,kevin hart eniko parrish welcome baby boy,joy,positive
4422,kylie jenner pleading travis scott ditch vegas spend new years,neutral,neutral
4423,blake shelton put miranda lambert hell shes getting revenge exclusive,anger,negative
4424,lionel richie tracks sofia richies phone,neutral,neutral
4425,watch heather morris nancy kerrigans dwts feud got whole lot nastier,sadness,negative
4426,old meghan markle net worth parents,surprise,positive
4427,meghan markles nephew sells new cannabis strain royal wedding,joy,negative
4428,kylie jenner pregnant baby 2 new rumors shes expecting travis scott,joy,neutral
4429,taylor swift withhold reputation streaming services,anger,positive
4430,trevor noah shuts fake death rumours,neutral,negative
4431,kendall jenner livid kris refuses invite caitlyn annual christmas eve party,anger,negative
4432,nba finals lebron cavaliers win title,neutral,positive
4433,kardashians reactions khloe kardashians baby girl cute,joy,positive
4434,kim kardashian khloe kourtney distancing bruce jenner,neutral,neutral
4435,jennifer aniston brad pitt secret rumored meetings driving angelina jolie insane jealousy,anger,negative
4436,blake shelton calls meeting gwen stefani miracle hitting rock bottom,surprise,positive
4437,jamie foxx officially dumped officially dumped katie holmes baby mama,sadness,negative
4438,rob kardashian wants tristan thompson cut family,sadness,negative
4439,neri oxman steps amid news brad pitt romance,joy,positive
4440,kim kardashian shows bikini body vacation turks caicos,joy,neutral
4441,president donald trump retweeted cartoon train killing cnn reporter,anger,negative
4442,avril lavigne mildly amused resurfaced death hoax,joy,negative
4443,video history bruce springsteens tributes departed friends influences,sadness,positive
4444,brad pitt vowing stay celibate amid angelina jolie divorce true reports gossip cop,neutral,positive
4445,angelina jolie quits hollywood politics,sadness,neutral
4446,inside caitlyn jenners skin cancer nightmare check disturbing pics,fear,negative
4447,katharine mcphee jane doe jane doe,neutral,neutral
4448,kendall jenner accuses victorias secret illuminati fashion show snub,anger,negative
4449,athenaeum,neutral,neutral
4450,everything smith jada pinkett smith said marriage,neutral,neutral
4451,tabloid kristen stewart pregnant robert pattinsons baby,neutral,neutral
4452,gayle king thinks oprah intrigued idea presidential run,neutral,neutral
4453,katie holmes jamie foxx expecting baby new report claims want start family,joy,positive
4454,emma stone vacation justin theroux south france,joy,neutral
4455,groupie selena gomez ditches career tour weeknd,sadness,neutral
4456,paula abdul evicted penthouse apartment fake,neutral,negative
4457,sofia richie 19 take scott disick 35 back,neutral,neutral
4458,lady gaga pregrammys face lift despite report,sadness,neutral
4459,kylie jenner bonding kourtney kardashian pregnant theyve become close,joy,neutral
4460,nina dobrev glen powell officially together julianne houghs wedding checking january,surprise,neutral
4461,selfprotective loving intimate kate wills body language new baby boy reveals,neutral,positive
4462,solange tweets serious shade grammys beyoncé snub,sadness,negative
4463,morning mayhem kelly ready walk ryans big live betrayal,anger,negative
4464,outlet flip flops camilla parker bowles thinks meghan markle,surprise,negative
4465,blake shelton peoples sexiest man alive 2017,joy,positive
4466,angelina jolie emotional brad pitt dating neri oxman rumors cant handle,sadness,positive
4467,meghan markle snubbed pippa middleton royal wedding reception,joy,negative
4468,katy perry gift john mayer sent straight savage,anger,positive
4469,bruce jenner horrified kim kardashian dragging north west like accessory,fear,negative
4470,kylie jenner actually removed lip fillers,neutral,neutral
4471,ben affleck jennifer garners divorce may dismissed,sadness,neutral
4472,justin bieber fan arrested trespassing los angeles home,anger,negative
4473,amber rose asked club play songs exes,neutral,positive
4474,kylie fuming copycat sister kims perfume launch,anger,negative
4475,debunking weeks tabloid stories june 8 2018,sadness,neutral
4476,keanu reeves say blood babies get high get high,anger,neutral
4477,ben affleck gifted pet pooch source tells us final day rehab,sadness,neutral
4478,ok debunks jennifer aniston pregnancy rumors saying brad pitt baby,neutral,positive
4479,complete list winners 2017 billboard music awards,neutral,positive
4480,heres first terrifying look zac efron serial killer ted bundy,fear,negative
4481,oj simpson called khloe kardashian paternity test,neutral,neutral
4482,mila kunis says ex macaulay culkin arent friendly could,sadness,negative
4483,jennifer aniston brad pitt reuniting jimmy kimmel live e news,joy,neutral
4484,kim kardashian shares family christmas card,neutral,positive
4485,connecting people news,neutral,neutral
4486,kylie jenner travis scotts friends think could secretly engaged reports hollywood life,surprise,positive
4487,celebrity fourth july tweets 2017 see stars independence day messages,joy,neutral
4488,anne hathaway complains matthew mcconaugheys body odor,disgust,negative
4489,drake already trying win back jennifer lopez alex rodriguezs cheating scandal,sadness,negative
4490,chris brown chose karrueche tran rihanna,neutral,neutral
4491,scott disick writing kardashian tellall expose kims strained marriage kanye west kourtney secrets,sadness,negative
4492,richard simmons sues radaronline national enquirer protect privacy,neutral,positive
4493,brad pitt angelina jolies divorce stalls relationship neri oxman blame,sadness,negative
4494,rumor bust 760m prenup jennifer lopez alex rodriguez,neutral,neutral
4495,channing tatum cheat jenna dewan actor admitted struggled balance work family,sadness,negative
4496,perrie edwards dissing selena gomezs 13 reasons massively disturbing,fear,negative
4497,8 juiciest celebrity feuds 2017,joy,negative
4498,jennifer garner josh duhamel secretly dating months,neutral,neutral
4499,news views gossip pictures video,neutral,negative
4500,tyga insists age difference kylie jenner doesnt matter talks blac chyna dealing hate,anger,negative
4501,beyonce lip injections speculation false,fear,neutral
4502,justin theroux found postits brad pitt jen aniston marriage,neutral,neutral
4503,angelina jolie could lose primary custody kids brad pitt isnt allowed access report,sadness,negative
4504,jennifer anistons shock news pregnant hiding,surprise,negative
4505,cheryl cole liam payne relationship strain,sadness,negative
4506,kourtney crashes justin selenas church date,sadness,neutral
4507,kristen stewarts gay rumor tila tequilas suicide stunt,sadness,negative
4508,jenna bush hager offers tearyeyed apology hidden fences flub im perfect,sadness,positive
4509,angelina jolie branded shameless angry fans goes braless meet archbishop canterbury,anger,negative
4510,justin bieber would love big family hailey baldwin hell amazing dad,joy,positive
4511,justin theroux reunites sienna miller chaos launch party new york city,joy,negative
4512,halle berry dating keanu reeves,joy,neutral
4513,19 years life jessica simpson,neutral,neutral
4514,brad pitt wants date jennifer lawrence make angelina jolie jealous,anger,negative
4515,steve harvey end daytime talk show launch new one img nbcu,neutral,neutral
4516,britney spears sam asghari would love baby,joy,positive
4517,brad pitt reportedly ready neri oxman meet kids angelina jolie react,neutral,positive
4518,page 1060 us weekly,neutral,neutral
4519,adorable fathers day messages,neutral,positive
4520,kim kardashian kanye west fight,neutral,negative
4521,diddy creeping caught date white woman,fear,neutral
4522,jessica simpson getting 1 billion dollar divorce,joy,neutral
4523,joaquin phoenix rooney mara found love shooting biblical epic,joy,positive
4524,189 best megyn kelly images pinterest,neutral,positive
4525,check reality behind brad pitt jennifer aniston bonding like never alivetales,neutral,positive
4526,taylor swift tom hiddleston still friends sounds like split amicable,joy,positive
4527,rob pattinson still loves kristen stewart amid reunion rumors want date,sadness,positive
4528,jennifer lawrence bill murray johnny depp role muse,neutral,neutral
4529,gwyneth paltrow sabotaging chris martin new gf,sadness,neutral
4530,derek jeter wife hannah davis welcome first child,joy,positive
4531,kim kardashian used snapchat prove taylor swift lying kanye wests famous,surprise,negative
4532,arnold caitlyn kiss gif,joy,positive
4533,sarah jessica parker defended costar kim cattrall feud,anger,negative
4534,gwen stefani pregnant blake sheltons baby friends think shes got secret,surprise,positive
4535,scott disick writing kardashian tellall expose kims strained marriage kanye west kourtney secrets,sadness,negative
4536,bitter blood kim kardashian jealous rage jennifer lawrence,anger,negative
4537,liv tyler waiting fourth child celebrity news,neutral,neutral
4538,heather locklear joining rhobh,neutral,neutral
4539,oj simpson asks kim kardashian help forgive,neutral,positive
4540,suits star meghan markle prince harrys christmas wedding confirmed,joy,neutral
4541,brad pitt twelve years hell angelina jolie,sadness,negative
4542,kardashian family donating 500000 hurricane harvey relief efforts,joy,positive
4543,caitlyn jenner plays surrogate mom suffering kanye west,sadness,negative
4544,scott disick reveals kourtney kardashian planned reconcile,surprise,neutral
4545,margot robbie talks hugh hefner playboy biopic,joy,neutral
4546,hollywoodlife pits selena gomez bella hadid exploitative bikini story,sadness,neutral
4547,selena gomez promotes new puma campaign ex justin biebers engagement news,joy,positive
4548,caitlyn jenner may detransition back bruce suffering sex change regret,sadness,negative
4549,angelina jolie films considered,neutral,neutral
4550,las vegas shooting celebrities call gun control rolling stone,anger,negative
4551,caitlyn jenner takes plane spin la,neutral,neutral
4552,gwen stefanis kids pressuring blake shelton propose mom,anger,negative
4553,kevin hart relives cheating scandal playing j cole music video,sadness,negative
4554,matthew mcconaughey time embrace trump,joy,positive
4555,angelina jolies engagement ring compare one brad pitt gave jennifer aniston,surprise,positive
4556,harry styles shade taylor swift girl crush performance,neutral,positive
4557,angelina jolie reportedly collapses meltdown brad pitt dating rumors shes jealous,sadness,negative
4558,burt ward celebrities pay tribute batman star adam west,neutral,negative
